,index,Date,Max Air Temp (F),Avg Air Temp (F),Min Air Temp (F),Max Dew Point (F),Avg Dew Point (F),Min Dew Point (F),Max Rel Hum (%),Avg Rel Hum (%),Min Rel Hum (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Precip (in)
1935,20.0,20,59,54.0,50,49,43.9,39,86,69.3,49,10,4.2,0,30.0,29.9,29.8,0.00
1936,21.0,21,60,54.2,52,53,50.1,48,93,86.1,69,18,6.6,0,29.8,29.6,29.5,0.10
1937,22.0,22,56,48.5,41,53,40.7,34,90,75.7,48,29,14.3,3,29.9,29.8,29.5,1.46
1938,23.0,23,53,48.4,45,46,41.6,36,87,77.6,68,36,23.5,10,30.0,29.9,29.8,0.67
1939,24.0,24,48,45.2,44,40,37.2,33,82,74.0,56,38,20.7,8,30.0,29.9,29.8,0.89
1940,25.0,25,53,47.1,41,42,39.2,35,86,74.3,61,17,7.9,0,30.3,30.1,29.9,0.79
1941,26.0,26,55,47.8,40,45,39.5,34,86,73.7,55,16,8.7,0,30.4,30.3,30.3,0.04
1942,27.0,27,58,51.0,41,48,44.1,38,89,77.9,67,18,9.6,0,30.4,30.3,30.3,0.00
1943,28.0,28,58,54.6,52,49,47.7,47,86,77.8,72,23,14.9,6,30.3,30.2,30.2,0.00
1944,29.0,29,59,53.5,48,49,47.3,44,86,79.8,69,15,8.6,0,30.2,30.1,30.1,0.00
1945,30.0,30,58,51.9,48,50,47.6,45,93,85.2,72,15,4.7,0,30.1,30.1,30.1,0.00
1946,31.0,31,57,52.8,49,49,47.8,44,92,83.2,74,20,9.2,0,30.1,30.1,30.1,0.00
1947,1.0,1,56,50.2,42,48,44.6,38,90,81.1,67,13,5.3,0,30.1,30.0,30.0,0.00
1948,2.0,2,56,50.8,45,49,41.3,34,92,71.3,45,26,14.2,0,30.1,30.0,30.0,0.06
1949,3.0,3,57,49.7,41,43,39.8,32,86,69.7,54,9,4.6,0,30.0,30.0,29.9,0.00
1950,4.0,4,60,53.9,49,47,42.5,16,80,67.4,18,9,5.0,0,30.1,30.0,30.0,0.00
1951,5.0,5,57,55.9,54,54,45.4,30,90,70.5,38,20,11.1,5,30.0,29.9,29.8,0.00
1952,6.0,6,65,58.7,55,58,55.1,53,94,88.3,70,28,9.9,0,29.9,29.7,29.5,1.10
1953,7.0,7,59,56.4,53,56,51.4,47,94,83.7,75,31,22.5,13,30.0,29.7,29.6,0.57
1954,8.0,8,58,52.5,48,48,46.2,43,89,79.2,59,14,7.9,0,30.3,30.2,30.0,0.05
1955,9.0,9,62,53.8,44,50,44.9,40,90,72.8,49,16,6.5,0,30.2,30.0,29.8,0.04
1956,10.0,10,59,55.4,51,53,49.6,45,89,81.2,62,21,13.2,8,30.1,30.0,29.9,0.04
1957,11.0,11,55,51.3,48,48,43.9,38,90,76.1,62,24,13.1,3,30.0,29.8,29.7,0.37
1958,12.0,12,57,51.1,45,45,41.7,36,86,70.3,59,15,10.3,5,30.4,30.2,30.0,0.74
1959,13.0,13,59,53.0,49,48,43.3,39,86,70.1,57,13,6.5,0,30.5,30.4,30.4,0.12
1960,14.0,14,58,53.1,47,50,45.4,42,86,75.5,67,10,7.2,0,30.4,30.3,30.1,0.00
1961,15.0,15,55,51.1,48,48,44.8,41,89,79.4,67,26,12.0,0,30.0,29.8,29.7,0.01
1962,16.0,16,55,48.7,44,44,40.8,39,86,74.6,57,15,8.2,0,30.2,30.0,29.8,1.29
1963,17.0,17,55,49.5,42,44,41.0,38,86,73.4,57,9,5.2,0,30.3,30.2,30.1,0.12
1964,18.0,18,58,51.1,45,44,41.3,38,83,70.0,55,13,7.2,0,30.1,30.1,30.0,0.00
1965,19.0,19,58,50.9,41,49,43.8,36,90,77.0,57,22,10.2,0,30.2,30.1,30.1,0.00
1966,20.0,20,56,51.4,44,50,46.7,42,96,84.0,72,13,6.5,0,30.3,30.2,30.2,0.00
1967,21.0,21,57,50.3,42,49,45.1,40,93,82.7,72,24,11.4,0,30.3,30.2,30.1,0.00
1968,22.0,22,56,48.9,43,46,44.5,42,100,85.9,67,24,8.7,0,30.1,30.1,30.0,0.00
1969,23.0,23,71,58.8,46,48,42.7,34,93,58.5,27,12,7.4,0,30.0,29.9,29.9,0.00
1970,24.0,24,60,53.6,51,52,49.7,45,96,87.2,64,14,9.7,3,30.0,29.9,29.9,0.00
1971,25.0,25,54,51.5,50,50,49.0,48,100,91.2,83,10,5.7,0,30.1,30.0,30.0,0.00
1972,26.0,26,55,51.0,49,49,47.9,46,97,89.3,74,8,4.0,0,30.0,30.0,29.9,0.00
1973,27.0,27,58,53.3,51,49,47.4,45,89,80.6,67,21,9.1,0,30.0,30.0,29.9,0.00
1974,28.0,28,55,51.8,49,51,48.4,46,96,88.0,80,17,10.8,3,30.0,30.0,29.9,0.44
1975,29.0,29,57,52.3,49,50,48.1,44,100,85.7,74,20,7.9,0,30.1,30.1,30.0,0.22
1976,30.0,30,55,51.6,49,45,42.9,40,80,72.5,63,28,18.9,12,30.1,30.1,30.0,0.19
1977,1.0,1,57,51.8,48,48,45.1,42,90,78.4,71,26,17.9,8,30.0,29.9,29.9,0.00
1978,2.0,2,60,52.2,44,51,47.8,42,97,85.3,69,14,6.7,0,30.1,30.0,29.9,0.00
1979,3.0,3,55,52.5,51,50,48.7,47,96,86.9,83,10,5.9,0,30.3,30.2,30.1,0.00
1980,4.0,4,57,52.5,50,48,47.0,46,93,81.9,69,12,5.8,0,30.3,30.2,30.1,0.00
1981,5.0,5,56,52.3,48,51,49.1,47,97,88.8,80,16,8.4,0,30.1,30.0,29.9,0.00
1982,6.0,6,58,54.1,52,50,48.7,46,89,82.0,72,14,8.3,0,30.1,30.1,30.0,0.00
1983,7.0,7,59,53.5,46,52,49.0,44,97,85.5,72,10,5.0,0,30.2,30.1,30.1,0.00
1984,8.0,8,67,55.3,48,55,50.7,46,97,85.6,54,14,7.8,0,30.1,30.0,30.0,0.00
1985,9.0,9,60,55.5,53,54,52.4,49,100,89.8,67,12,4.4,0,30.1,30.1,30.1,0.16
1986,10.0,10,59,54.7,51,52,50.1,46,94,84.8,74,28,14.3,0,30.1,30.1,30.1,0.00
1987,11.0,11,57,53.3,50,49,46.1,42,89,76.9,64,30,20.1,14,30.1,30.0,30.0,0.00
1988,12.0,12,58,52.3,49,50,48.5,47,96,87.0,75,21,13.8,7,30.0,29.9,29.8,0.00
1989,13.0,13,56,52.9,50,51,49.7,48,100,88.7,80,17,12.1,5,30.0,29.9,29.8,0.00
1990,14.0,14,56,53.3,51,51,49.1,48,93,85.3,77,10,4.8,0,30.0,29.9,29.9,0.00
1991,15.0,15,57,53.6,50,52,49.7,48,96,86.5,77,12,5.4,0,30.0,30.0,29.9,0.00
1992,16.0,16,58,53.9,51,53,51.0,49,100,90.2,77,9,2.5,0,30.1,30.0,30.0,0.01
1993,17.0,17,60,55.8,53,54,51.8,50,96,86.8,78,15,8.8,0,30.1,30.0,30.0,0.01
1994,18.0,18,57,53.9,52,52,49.9,47,97,86.3,72,10,6.1,0,30.0,30.0,30.0,0.00
1995,19.0,19,56,53.2,51,50,49.3,48,96,86.6,77,12,5.5,0,30.0,30.0,30.0,0.00
1996,20.0,20,59,53.8,50,51,49.0,47,93,83.7,75,16,10.8,3,30.0,30.0,30.0,0.00
1997,21.0,21,58,52.4,46,50,48.5,45,97,86.6,75,18,8.3,0,29.9,29.9,29.8,0.00
1998,22.0,22,55,53.2,52,52,50.8,49,100,91.4,83,13,5.7,0,29.9,29.8,29.8,0.00
1999,23.0,23,57,53.8,52,54,51.8,50,100,93.4,80,9,4.3,0,30.0,29.9,29.8,0.00
2000,24.0,24,59,55.2,53,54,52.5,51,100,91.2,81,10,3.8,0,30.0,30.0,30.0,0.01
2001,25.0,25,56,53.8,52,54,51.8,47,100,93.0,83,17,5.1,0,30.1,30.0,29.9,0.00
2002,26.0,26,60,54.0,48,51,48.0,44,93,80.2,69,23,11.1,0,30.1,30.1,30.1,0.29
2003,27.0,27,60,51.5,45,51,47.4,44,100,86.7,67,22,9.8,0,30.1,30.1,30.0,0.00
2004,28.0,28,60,54.5,50,51,48.6,46,92,80.7,69,18,13.1,0,30.1,30.0,29.9,0.00
2005,29.0,29,58,53.7,50,52,48.9,44,96,84.1,69,23,11.1,0,30.0,29.9,29.9,0.00
2006,30.0,30,56,52.0,49,47,45.2,44,89,77.9,64,25,17.6,6,29.9,29.8,29.8,0.00
2007,31.0,31,57,51.9,48,49,46.9,44,93,83.5,72,14,6.5,0,30.1,30.0,29.9,0.00
2008,1.0,1,58,51.6,43,49,45.9,40,93,81.4,69,12,5.4,0,30.2,30.1,30.1,0.00
2009,2.0,2,58,52.2,48,53,49.2,46,100,89.9,77,14,5.8,0,30.1,30.1,30.0,0.00
2010,3.0,3,58,52.6,50,52,50.2,48,100,91.7,75,12,6.5,0,30.0,30.0,30.0,0.00
2011,4.0,4,58,52.5,47,51,48.7,45,97,87.2,72,15,5.9,0,30.0,30.0,29.9,0.00
2012,5.0,5,59,53.1,45,51,48.4,44,97,84.1,74,12,5.3,0,30.0,30.0,29.9,0.00
2013,6.0,6,60,54.6,47,53,49.4,45,93,83.2,65,8,3.6,0,29.9,29.9,29.9,0.00
2014,7.0,7,61,55.8,50,52,49.3,46,94,80.1,58,9,3.2,0,30.1,30.0,29.9,0.00
2015,8.0,8,60,55.8,49,55,51.9,45,100,87.3,67,10,5.4,0,30.1,30.0,30.0,0.00
2016,9.0,9,60,54.4,49,53,50.3,46,97,86.7,67,12,3.9,0,30.2,30.1,30.0,0.58
2017,10.0,10,59,53.2,47,50,46.7,43,93,78.9,64,17,10.1,3,30.2,30.1,30.0,0.10
2018,11.0,11,62,56.9,54,56,53.7,49,97,89.0,75,14,6.2,0,30.1,30.0,29.9,0.01
2019,12.0,12,62,56.5,53,56,53.8,52,100,91.0,78,12,6.2,0,30.0,29.9,29.9,0.02
2020,13.0,13,62,55.9,51,55,52.5,49,97,88.5,72,20,7.3,0,30.0,29.9,29.9,0.00
2021,14.0,14,59,53.4,47,50,48.2,46,97,83.0,69,29,13.5,0,29.9,29.9,29.8,0.00
2022,15.0,15,58,51.7,46,51,47.5,44,97,86.2,70,30,10.8,0,29.8,29.8,29.7,0.00
2023,16.0,16,58,54.0,50,48,47.3,46,89,78.6,65,29,19.9,10,29.8,29.7,29.7,0.00
2024,17.0,17,64,55.1,50,54,50.1,46,97,83.6,63,23,12.8,0,29.9,29.8,29.7,0.00
2025,18.0,18,59,55.7,53,53,51.8,51,93,87.0,81,15,7.3,0,30.1,30.0,29.9,0.00
2026,19.0,19,58,55.1,53,53,52.1,51,97,89.9,83,10,4.2,0,30.0,30.0,30.0,0.00
2027,20.0,20,59,56.0,53,54,52.7,52,97,88.9,81,10,4.5,0,30.1,30.0,30.0,0.00
2028,21.0,21,63,57.2,52,54,52.2,50,97,83.8,72,13,6.6,0,30.1,30.1,30.1,0.00
2029,22.0,22,62,56.1,51,53,51.4,48,93,84.6,72,21,9.7,0,30.1,30.0,30.0,0.00
2030,23.0,23,63,54.1,48,52,49.4,46,96,84.7,67,22,11.0,0,30.0,29.9,29.9,0.00
2031,24.0,24,61,54.9,50,54,51.6,47,97,89.0,72,14,6.9,0,30.0,29.9,29.8,0.00
2032,25.0,25,60,53.5,48,53,49.8,46,100,88.0,69,21,7.3,0,30.0,30.0,30.0,0.00
2033,26.0,26,61,52.6,44,52,48.0,43,100,85.0,64,20,6.9,0,30.0,29.9,29.9,0.00
2034,27.0,27,60,53.6,49,51,49.1,46,93,85.2,69,22,8.3,0,30.0,29.9,29.9,0.00
2035,28.0,28,61,55.1,48,51,49.0,46,97,80.3,63,17,8.3,0,30.0,30.0,30.0,0.00
2036,29.0,29,62,47.9,0,54,44.8,0,100,78.1,0,18,8.3,0,30.0,30.0,30.0,0.00
2037,30.0,30,64,43.3,0,53,39.0,0,100,63.0,0,23,9.7,0,30.0,30.0,30.0,0.00
2038,1.0,1,61,56.3,52,53,50.0,47,89,79.3,72,25,18.7,13,30.0,30.0,30.0,0.00
2039,2.0,2,61,53.6,0,48,44.9,0,83,69.1,0,32,22.3,14,30.0,30.0,29.9,0.00
2040,3.0,3,59,54.3,51,47,45.5,44,86,72.8,62,26,17.3,0,29.9,29.9,29.8,0.00
2041,4.0,4,59,54.5,51,52,50.0,47,92,85.0,75,21,10.5,3,30.0,29.9,29.8,0.00
2042,5.0,5,63,56.9,49,54,51.5,46,93,82.6,70,15,8.0,0,30.2,30.1,30.0,0.00
2043,6.0,6,66,59.2,52,56,53.7,51,97,82.6,68,9,4.9,0,30.2,30.2,30.1,0.00
2044,7.0,7,64,57.6,51,56,52.8,48,93,84.3,72,12,6.3,0,30.2,30.1,30.0,0.00
2045,8.0,8,64,58.2,53,55,53.3,51,96,84.3,70,12,6.2,0,30.1,30.1,30.0,0.00
2046,9.0,9,65,60.2,54,55,53.6,51,93,79.5,65,10,5.1,0,30.2,30.1,30.1,0.00
2047,10.0,10,65,59.0,52,55,52.7,48,93,80.3,68,15,6.0,0,30.1,30.1,29.9,0.00
2048,11.0,11,62,56.0,49,55,51.4,47,97,84.8,72,20,7.1,0,29.9,29.9,29.8,0.00
2049,12.0,12,61,54.5,0,54,51.1,0,97,86.3,0,14,6.6,0,30.0,29.9,29.8,0.00
2050,13.0,13,62,54.6,52,54,52.0,51,97,91.1,72,9,3.4,0,30.1,30.0,30.0,0.00
2051,14.0,14,66,58.0,53,56,54.0,50,97,86.9,70,13,6.4,0,30.0,30.0,29.9,0.00
2052,15.0,15,62,56.6,54,55,53.9,52,100,91.0,75,14,6.1,0,30.0,29.9,29.9,0.00
2053,16.0,16,61,57.1,54,55,54.1,53,100,89.9,78,12,5.4,0,30.0,29.9,29.9,0.00
2054,17.0,17,63,57.6,55,55,54.4,53,100,89.4,75,14,6.5,0,30.0,30.0,30.0,0.00
2055,18.0,18,66,59.0,56,57,54.0,53,93,83.7,73,14,6.9,0,30.0,30.0,29.9,0.00
2056,19.0,19,64,57.3,53,55,52.1,49,100,83.8,65,22,6.5,0,30.0,29.9,29.9,0.00
2057,20.0,20,64,56.0,50,54,50.2,47,93,81.4,63,18,6.7,0,29.9,29.9,29.8,0.00
2058,21.0,21,64,57.0,50,52,50.4,47,94,79.2,65,16,4.9,0,30.0,29.9,29.9,0.00
2059,22.0,22,63,57.3,51,55,51.9,48,100,82.6,67,10,4.5,0,30.1,30.1,30.0,0.00
2060,23.0,23,61,55.5,53,54,52.2,51,100,89.1,75,9,3.4,0,30.1,30.0,30.0,0.00
2061,24.0,24,61,55.8,53,54,52.7,52,100,89.7,75,10,5.7,0,30.1,30.0,30.0,0.00
2062,25.0,25,58,54.9,53,54,52.5,51,100,91.9,81,7,3.4,0,30.1,30.1,30.1,0.00
2063,26.0,26,59,54.3,53,54,52.2,51,100,92.9,81,9,5.6,0,30.1,30.0,30.0,0.00
2064,27.0,27,60,55.7,54,55,53.4,52,100,92.3,78,12,5.0,0,30.0,30.0,30.0,0.00
2065,28.0,28,60,57.2,55,55,53.8,53,93,88.3,80,10,4.3,0,30.0,30.0,30.0,0.00
2066,29.0,29,61,56.6,54,54,52.8,52,97,87.5,75,14,6.8,0,30.0,30.0,30.0,0.00
2067,30.0,30,62,58.1,55,56,54.8,53,94,88.5,80,9,4.8,0,30.1,30.0,30.0,0.00
2068,31.0,31,62,58.9,57,56,55.1,55,93,87.6,78,9,4.2,0,30.1,30.0,30.0,0.00
2069,1.0,1,62,59.3,58,56,54.9,54,93,85.7,75,7,3.9,0,30.0,30.0,30.0,0.00
2070,2.0,2,65,59.9,57,56,54.4,52,90,82.0,70,16,6.3,0,30.0,30.0,30.0,0.00
2071,3.0,3,64,58.0,56,55,54.2,53,97,87.5,72,17,5.6,0,30.0,30.0,30.0,0.00
2072,4.0,4,62,58.9,57,57,55.0,54,96,87.2,78,16,5.0,0,30.0,30.0,30.0,0.00
2073,5.0,5,62,59.8,58,55,54.4,54,90,82.9,75,9,4.6,0,30.0,30.0,29.9,0.00
2074,6.0,6,60,56.9,56,55,54.5,54,97,91.5,83,14,5.9,0,30.1,30.1,30.0,0.00
2075,7.0,7,62,57.0,55,55,54.2,53,100,90.4,78,10,6.5,0,30.0,29.9,29.9,0.00
2076,8.0,8,62,57.3,55,56,54.2,53,96,89.3,75,10,5.0,0,30.0,29.9,29.9,0.00
2077,9.0,9,61,57.8,54,57,55.1,53,100,90.8,82,9,5.4,0,30.0,29.9,29.9,0.00
2078,10.0,10,67,45.4,0,58,42.5,0,100,66.9,0,8,2.9,0,30.1,30.0,30.0,0.00
2079,11.0,11,66,60.4,52,60,57.4,51,100,90.3,78,13,7.2,0,30.1,30.0,30.0,0.00
2080,12.0,12,63,57.8,54,57,55.2,54,100,91.6,75,22,7.7,0,30.0,29.9,29.9,0.00
2081,13.0,13,58,55.9,54,55,54.2,53,100,94.0,87,12,5.2,0,29.9,29.9,29.9,0.00
2082,14.0,14,61,56.8,53,56,54.2,52,100,91.2,80,8,4.5,0,29.9,29.9,29.9,0.00
2083,15.0,15,61,57.4,56,57,55.8,55,100,94.6,83,7,2.1,0,29.9,29.9,29.9,0.00
2084,16.0,16,62,57.5,55,58,56.0,55,100,94.8,80,9,2.6,0,30.1,30.0,29.9,0.00
2085,17.0,17,64,57.4,55,57,54.9,53,100,92.0,72,14,4.0,0,30.1,30.0,30.0,0.00
2086,18.0,18,63,55.0,50,55,52.4,48,100,91.5,72,14,4.1,0,30.0,30.0,30.0,0.00
2087,19.0,19,62,55.8,54,55,53.9,53,100,93.6,78,14,5.5,0,30.0,30.0,29.9,0.00
2088,20.0,20,58,55.5,54,54,53.5,53,100,93.4,84,17,7.5,0,29.9,29.9,29.8,0.00
2089,21.0,21,57,54.3,53,54,53.3,52,100,96.4,87,15,6.4,0,29.9,29.9,29.8,0.00
2090,22.0,22,59,56.5,54,56,54.4,54,100,92.6,83,8,4.0,0,30.0,30.0,29.9,0.00
2091,23.0,23,58,56.0,55,56,54.7,54,100,95.3,87,7,3.4,0,30.0,30.0,30.0,0.00
2092,24.0,24,64,57.6,55,55,53.7,52,100,87.8,67,21,5.8,0,30.0,29.9,29.9,0.00
2093,25.0,25,61,55.1,49,54,51.6,48,100,88.8,75,14,5.7,0,29.9,29.9,29.9,0.00
2094,26.0,26,63,56.6,49,55,52.1,49,100,85.5,72,22,9.1,0,30.0,29.9,29.9,0.00
2095,27.0,27,65,59.9,56,56,54.2,52,93,81.6,70,18,11.7,7,29.9,29.8,29.8,0.00
2096,28.0,28,59,54.5,49,56,52.7,48,100,93.7,78,12,4.9,0,29.9,29.9,29.8,0.00
2097,29.0,29,63,57.9,56,56,55.3,55,100,91.5,75,9,3.5,0,30.0,29.9,29.9,0.00
2098,30.0,30,60,57.4,54,56,54.6,53,97,90.2,80,7,4.2,0,30.1,30.0,30.0,0.00
2099,31.0,31,61,54.6,52,54,52.8,52,100,94.1,78,15,7.3,0,30.1,30.1,30.0,0.00
2100,1.0,1,61,54.8,52,53,52.2,49,100,91.3,72,15,5.2,0,30.0,29.9,29.8,0.00
2101,2.0,2,62,52.6,45,55,49.4,44,100,89.6,70,14,3.1,0,29.9,29.8,29.8,0.00
2102,3.0,3,62,52.5,46,53,49.5,46,100,90.6,70,18,4.8,0,29.9,29.8,29.8,0.00
2103,4.0,4,62,53.9,47,53,49.6,47,100,86.1,65,23,6.0,0,29.9,29.8,29.8,0.00
2104,5.0,5,54,51.9,49,53,50.5,47,100,95.3,89,13,4.6,0,30.0,29.9,29.8,0.00
2105,6.0,6,57,54.0,51,54,52.3,51,100,94.3,83,7,2.7,0,30.1,30.1,30.0,0.00
2106,7.0,7,60,53.3,51,53,52.3,50,100,96.6,78,6,1.7,0,30.1,30.1,30.0,0.00
2107,8.0,8,62,54.9,50,56,52.8,48,100,93.2,75,10,4.3,0,30.1,30.0,30.0,0.00
2108,9.0,9,61,52.3,45,56,51.0,44,100,95.6,78,8,2.0,0,30.0,30.0,30.0,0.00
2109,10.0,10,64,56.5,51,57,53.9,50,100,91.1,72,12,5.0,0,30.0,30.0,30.0,0.00
2110,11.0,11,63,53.7,47,56,51.9,47,100,94.4,72,8,3.2,0,30.0,30.0,29.9,0.00
2111,12.0,12,62,53.1,47,55,51.6,46,100,95.1,75,7,2.7,0,30.0,29.9,29.9,0.00
2112,13.0,13,62,52.1,47,54,50.0,45,100,93.5,64,8,3.3,0,30.0,30.0,29.9,0.00
2113,14.0,14,58,51.5,43,54,49.7,43,100,94.1,77,10,4.2,0,30.0,29.9,29.9,0.00
2114,15.0,15,58,52.1,45,53,50.2,43,100,93.8,75,14,5.0,0,29.9,29.9,29.9,0.00
2115,16.0,16,67,56.7,49,55,50.5,46,100,81.3,54,9,5.2,0,30.0,30.0,29.9,0.00
2116,17.0,17,60,53.9,51,54,52.2,51,100,94.6,75,16,4.8,0,30.0,30.0,29.9,0.00
2117,18.0,18,60,53.9,49,52,50.0,48,97,87.3,72,16,6.2,0,30.0,30.0,29.9,0.00
2118,19.0,19,61,53.5,44,52,48.7,43,100,84.5,62,25,10.4,0,30.0,30.0,30.0,0.00
2119,20.0,20,62,53.6,47,52,49.2,45,100,86.0,67,15,6.9,0,30.0,29.9,29.9,0.00
2120,21.0,21,61,53.4,45,56,51.2,45,100,92.6,72,9,2.9,0,30.0,30.0,29.9,0.00
2121,22.0,22,63,55.5,50,57,53.1,49,100,91.7,78,9,4.6,0,30.0,30.0,30.0,0.00
2122,23.0,23,62,50.7,45,51,47.2,45,100,89.0,58,25,7.5,0,30.0,30.0,29.9,0.00
2123,24.0,24,61,56.1,49,48,45.7,41,86,68.7,54,23,12.3,0,29.9,29.9,29.8,0.00
2124,25.0,25,63,52.2,46,56,49.2,44,100,90.2,62,16,7.8,0,29.9,29.9,29.9,0.00
2125,26.0,26,54,49.6,45,50,48.3,45,100,95.5,82,10,5.1,0,30.0,29.9,29.9,0.00
2126,27.0,27,58,50.5,46,51,48.8,46,100,94.0,78,13,8.0,3,29.9,29.9,29.8,0.00
2127,28.0,28,59,52.8,49,53,50.7,49,100,93.2,78,14,8.1,0,29.8,29.8,29.8,0.00
2128,29.0,29,64,59.6,57,58,53.7,50,97,81.6,63,13,6.6,0,29.8,29.8,29.7,0.00
2129,30.0,30,67,60.4,57,57,56.0,55,100,86.1,68,13,7.2,0,29.8,29.8,29.8,0.20
2130,1.0,1,63,56.4,52,57,54.9,52,100,94.7,78,8,2.6,0,29.8,29.8,29.8,0.00
2131,2.0,2,67,58.0,53,58,55.5,51,100,91.7,73,10,4.7,0,29.8,29.8,29.7,0.08
2132,3.0,3,60,53.9,50,57,51.8,49,100,92.9,78,10,3.5,0,29.9,29.9,29.8,0.00
2133,4.0,4,60,53.3,46,49,47.6,44,100,81.9,62,9,3.2,0,30.1,30.0,29.9,0.00
2134,5.0,5,57,52.2,46,54,48.9,43,100,89.3,64,15,7.7,0,30.1,30.0,30.0,0.00
2135,6.0,6,60,55.9,53,57,54.0,49,100,93.6,75,23,7.7,0,30.1,30.0,30.0,0.59
2136,7.0,7,60,54.8,52,51,49.6,48,93,82.7,69,23,13.9,9,30.1,30.1,30.0,0.00
2137,8.0,8,59,54.6,53,56,53.7,51,100,96.9,87,23,14.4,7,30.0,29.9,29.9,0.00
2138,9.0,9,60,53.1,48,55,50.3,47,100,90.4,69,25,11.8,3,29.9,29.9,29.8,0.00
2139,10.0,10,59,53.1,47,49,47.6,44,90,81.9,69,25,13.6,3,29.9,29.8,29.8,0.00
2140,11.0,11,64,49.9,44,52,46.4,42,97,88.8,48,12,4.4,0,29.9,29.8,29.8,0.00
2141,12.0,12,67,50.3,41,50,45.2,39,100,85.0,36,10,4.3,0,29.9,29.9,29.8,0.00
2142,13.0,13,88,63.3,50,49,43.4,30,89,56.4,14,15,8.0,3,29.8,29.8,29.8,0.00
2143,14.0,14,77,57.6,48,51,41.9,21,97,67.6,13,17,9.7,0,30.0,29.9,29.8,0.00
2144,15.0,15,72,51.3,39,47,36.9,26,100,66.8,18,8,3.5,0,30.1,30.1,30.0,0.00
2145,16.0,16,56,49.6,43,50,45.8,38,97,86.9,74,13,6.5,0,30.1,30.1,30.1,0.00
2146,17.0,17,52,49.6,48,49,47.8,46,100,93.8,86,8,4.8,0,30.1,30.1,30.0,0.00
2147,18.0,18,56,50.7,48,49,48.2,47,100,91.4,75,9,3.6,0,30.1,30.1,30.1,0.00
2148,19.0,19,55,51.6,50,50,49.0,48,96,90.8,83,13,7.1,0,30.2,30.1,30.1,0.00
2149,20.0,20,52,49.8,48,50,48.3,47,100,94.8,86,9,5.6,0,30.0,30.0,29.9,0.00
2150,21.0,21,50,48.7,47,49,46.9,46,100,93.5,86,7,3.3,0,30.0,29.9,29.9,0.00
2151,22.0,22,52,49.5,47,48,46.7,45,96,90.1,83,10,5.4,0,29.9,29.9,29.9,0.00
2152,23.0,23,59,53.4,50,52,49.3,46,100,86.5,67,12,5.3,0,30.0,30.0,29.9,0.00
2153,24.0,24,59,51.5,46,53,49.5,46,100,93.4,78,7,1.2,0,30.1,30.0,30.0,0.14
2154,25.0,25,63,51.1,46,53,48.5,45,100,91.3,70,9,2.9,0,30.1,30.1,30.1,0.00
2155,26.0,26,66,58.6,52,58,53.8,48,100,85.3,54,9,3.6,0,30.1,30.1,30.0,0.00
2156,27.0,27,62,58.2,53,60,57.0,52,100,95.9,90,23,11.8,0,30.0,30.0,29.9,0.00
2157,28.0,28,61,57.6,55,59,56.2,53,100,95.0,87,16,11.0,8,30.1,30.0,30.0,0.64
2158,29.0,29,61,55.9,48,55,52.6,46,97,88.9,75,15,6.4,0,30.3,30.2,30.1,0.08
2159,30.0,30,61,52.8,44,51,47.1,42,93,82.2,54,12,5.3,0,30.2,30.2,30.2,0.00
2160,31.0,31,61,54.7,48,56,50.2,44,100,85.5,67,7,3.5,0,30.3,30.2,30.2,0.00
2161,1.0,1,62,56.5,51,58,54.5,49,100,93.4,81,13,6.4,0,30.2,30.2,30.2,0.00
2162,2.0,2,64,55.9,50,58,54.1,49,100,94.1,75,10,4.1,0,30.3,30.3,30.2,0.00
2163,3.0,3,60,53.0,48,54,50.8,47,100,92.5,75,12,4.6,0,30.2,30.2,30.1,0.00
2164,4.0,4,58,52.5,46,54,50.3,44,100,92.3,78,8,4.6,0,30.2,30.1,30.1,0.00
2165,5.0,5,60,50.0,44,51,46.6,44,100,89.0,64,21,7.3,0,30.1,30.1,30.1,0.00
2166,6.0,6,59,51.9,47,48,44.1,39,86,75.2,57,18,9.3,0,30.1,30.1,30.1,0.00
2167,7.0,7,57,48.7,42,46,41.4,34,93,76.9,56,21,9.2,0,30.2,30.1,30.1,0.00
2168,8.0,8,64,55.3,45,44,31.4,20,74,42.8,20,12,6.2,0,30.2,30.2,30.1,0.00
2169,9.0,9,61,53.9,47,46,32.2,20,86,49.0,23,12,7.6,3,30.1,30.1,30.1,0.00
2170,10.0,10,57,50.8,43,45,41.4,36,86,70.8,54,18,9.5,0,30.1,30.0,30.0,0.00
2171,11.0,11,68,56.1,45,41,28.4,23,58,35.8,20,8,5.8,0,30.1,30.1,30.1,0.00
2172,12.0,12,63,49.0,39,49,38.0,24,100,72.7,24,10,4.2,0,30.3,30.2,30.1,0.00
2173,13.0,13,66,47.4,38,45,39.0,34,100,76.0,30,9,3.3,0,30.3,30.3,30.3,0.00
2174,14.0,14,60,49.9,41,46,35.7,29,90,60.8,36,8,3.9,0,30.4,30.3,30.2,0.00
2175,15.0,15,59,47.4,38,48,42.3,36,93,83.6,57,5,1.3,0,30.2,30.1,30.0,0.00
2176,16.0,16,59,44.4,37,48,41.3,36,100,89.7,60,8,1.8,0,30.0,30.0,29.9,0.00
